Organization Id,Name,Country,Founded,Industry,Number of employees
"bbCb2cc7BE554E0","Lamb-Clarke","Netherlands","1994","Semiconductors","4361"
"AE68e8E5dBf66b4","Walters Group","Cayman Islands","2017","Media Production","1939"
"7CE19650EcEEE89","Mathis PLC","Mauritius","2002","Banking / Mortgage","9100"
"99ADD6af9EcC89F","Boyle, Heath and Baird","Tokelau","1976","Glass / Ceramics / Concrete","6884"
"D2464DBfE0BD75B","Good-Bird","Estonia","1989","Computer Networking","332"
"d8d093EF36D582c","Solomon-Stanton","Palestinian Territory","1971","Venture Capital / VC","871"
"C76cd0eBdB1c0Af","Solis-Galvan","Grenada","2000","Government Administration","9988"
"9D9ae6dcaac0d2D","Mcgee-Hampton","Turkmenistan","2003","Outsourcing / Offshoring","1028"
"a3dDFc96DCBf6AC","York, Mosley and Beard","Philippines","2003","Airlines / Aviation","601"
"5fb9dAb0C37a4bc","Giles, Brooks and Fitzpatrick","Niue","2005","Writing / Editing","4138"
"aA5bFaBEdD905A1","Russell, Avery and Day","Ghana","1999","Writing / Editing","8083"
"A415139D9e9d2eA","Perry LLC","Afghanistan","1994","Education Management","7761"
"bb46EbeCe2e3FA3","Hayes Ltd","Armenia","2017","Mechanical or Industrial Engineering","4827"
"De6E70FFdC56486","Adams PLC","Angola","2019","Computer Games","7289"
"85ab98bC8bb5560","Matthews-Odonnell","Mauritius","2020","Publishing Industry","8407"
"5166eEF3BDE505f","Savage and Sons","Reunion","2003","Information Services","5831"
"8eF2DDd2a766f4F","Delacruz-Nguyen","Niue","1991","Consumer Goods","5342"
"f26cE37f20EbFA9","Grimes-Barr","Grenada","2020","Pharmaceuticals","3544"
"C0E03bf94413a46","Villarreal, Ball and Boyle","Uruguay","2014","Warehousing","4366"
"70D9f5935c1FAEA","Shea, Zimmerman and Chase","Bhutan","2003","Legislative Office","4779"
"E741634CBafDfa6","Farmer LLC","Russian Federation","2012","Commercial Real Estate","8731"
"d1A87dec13A0AF1","Watson-Mcintosh","Puerto Rico","1975","Plastics","9545"
"DC96C57aAC0DcB3","Landry LLC","Bermuda","1971","Civil Engineering","3949"
"Bb0ed7C5DccDbEd","Frost, Oconnor and Briggs","Malaysia","2018","Commercial Real Estate","9297"
"3FDD38eba7Adff2","Andrade-Mclean","Central African Republic","2006","Motion Pictures / Film","8770"
"f843Dce1cCb0Ed2","Oconnor-Frey","Bolivia","2013","Fine Art","1763"
"0bFBbAd68eFB1f6","Price, Valentine and Tate","Egypt","2014","Dairy","2076"
"b95De18C69E84ff","Blevins, Liu and Tate","Tajikistan","2003","Investment Management / Hedge Fund / Private Equity","9695"
"5c165adD8Fde9fa","Munoz, Douglas and Werner","Israel","2019","Renewables / Environment","9922"
"7aCD623eEc0E5AD","Novak, Mcbride and Blankenship","Kyrgyz Republic","1980","International Affairs","8982"
"195fBf1fFBF3962","Landry-Wall","Aruba","1996","Food / Beverages","1597"
"75F9c8D1E9843c1","Garrison, Lewis and Murphy","Guinea-Bissau","1999","Internet","2223"
"ED53de0fCaF3c66","Simpson, Blankenship and Villegas","Cambodia","1982","Computer Networking","3519"
"82eCdaA39E806B4","Valdez PLC","Zambia","1973","Staffing / Recruiting","951"
"f336BBb098FE0Ee","Coffey-Petty","Jersey","2021","Information Services","5493"
"FbfB7a32e1c6Ef7","Richards-Mcgrath","Israel","2007","Museums / Institutions","4624"
"4F3dEeD295056e9","Cuevas, Franklin and Bond","Niger","2006","Executive Office","5491"
"00C0cB8dbBE2300","Ross, Gonzales and Love","Barbados","2001","Alternative Medicine","4015"
"e68639f12AC20AF","Rosales, Stevens and Escobar","Congo","1972","Broadcast Media","5416"
"f9ED5a9eA75EDED","Howell, Maynard and Peters","South Georgia and the South Sandwich Islands","1979","Law Enforcement","5404"
"AE5A2bf1fccea58","Robbins and Sons","Bangladesh","2007","Hospital / Health Care","9666"
"AaD789B20aF00DB","Moody PLC","Finland","1975","Political Organization","5694"
"dAF228Cf3F53a43","Dean Inc","Pitcairn Islands","1986","Hospitality","5939"
"CB83126B7Ad59bC","Higgins and Sons","Cook Islands","1985","Non - Profit / Volunteering","9617"
"b1B6Ee9a8314aFF","Wilson, Bauer and Dickerson","Mexico","1984","Wine / Spirits","7716"
"Dab4A545AbFeF3D","Becker-Branch","Sri Lanka","1987","Legislative Office","6574"
"76fdD06A4ac23dB","Jennings Group","Wallis and Futuna","2020","Recreational Facilities / Services","2073"
"ecBb8C19BDEaF35","Rich PLC","Palestinian Territory","1985","Health / Fitness","4484"
"717cadeEFDef38e","Levine, Banks and Hanson","Indonesia","1977","Industrial Automation","286"
"986Fe9bE10A5BCc","Hayes, Snow and King","Iceland","1989","Outsourcing / Offshoring","5260"
"1EcbD1C25d5d18b","Roberts, Winters and Matthews","Moldova","2011","Leisure / Travel","8932"
"F7F907c84986e63","Kane-Singleton","Guinea-Bissau","1986","Package / Freight Delivery","7587"
"ce1Bf27Ea7ABaD6","Jones-Atkinson","Estonia","1975","Performing Arts","7528"
"b3f6A6c6f16Dcb9","Mcmahon, Marshall and Spence","Eritrea","1992","Apparel / Fashion","733"
"99Cfc0d45DaBBA6","Robbins and Sons","Afghanistan","1972","Philanthropy","8711"
"276DEABAB39Cc0e","Zamora-Mccann","Oman","2017","Online Publishing","6722"
"1BFcDb73575a0eB","Petersen-Cochran","Hungary","2002","Information Technology / IT","6117"
"44aeF3D3aE01F6d","Costa-Yu","Dominican Republic","1998","Professional Training","4597"
"a2873EaBe6E62Ee","Gallagher-Wilcox","Netherlands","2009","Judiciary","2716"
"A0Cdfd95f050be7","Werner Inc","Ireland","1986","Food / Beverages","3096"
"DdeeCEfb6e4B83a","Farley-Reid","Netherlands","2016","Transportation","7539"
"9aA3757E55cd08D","Wilson LLC","Andorra","1985","Law Practice / Law Firms","2965"
"cdd9FB8b3FC45af","Newton-Briggs","Mayotte","1987","Investment Management / Hedge Fund / Private Equity","1040"
"74B9d2fa3E5FEa4","Proctor-Rios","Malaysia","2018","Law Practice / Law Firms","7869"
"6fFAaA7aD65da3D","Pitts-Parsons","Chad","1997","Information Technology / IT","9021"
"54846D4Fb33589D","Macdonald-Fry","Netherlands Antilles","1974","Media Production","8805"
"aF0bf9f8F50bdFe","Hawkins-Dudley","El Salvador","1973","Religious Institutions","8514"
"Ab94cfD2Ed7Be6c","Conley, Graham and Daniel","Christmas Island","2002","Biotechnology / Greentech","8334"
"D37BCa3D0BfBe37","Hurley, Lawrence and Acosta","Vietnam","1981","Electrical / Electronic Manufacturing","4459"
"21fb52F595CAFba","Malone, Vincent and Thomas","Algeria","1974","Professional Training","9628"
"d2Ac5FC32D1BF7C","Brooks, Vaughan and Cruz","Central African Republic","1983","Publishing Industry","5829"
"96cEDEbAe81ddd4","Olson-Rasmussen","Norway","2000","Insurance","1770"
"eaA6C6bB0EeA746","Bruce Group","Colombia","1999","Human Resources / HR","8038"
"22d4d7a7eEbC9AC","Woods, Meyer and Wood","Belgium","1993","Museums / Institutions","438"
"2b4eA2ecc41f886","Compton, Hardy and Sosa","Bhutan","1986","Real Estate / Mortgage","9460"
"6D4Ed316832AA1b","Roberson-Russo","Honduras","2007","Broadcast Media","8625"
"bD80507eBFD5F93","Anthony-Summers","Vietnam","2000","Legislative Office","1809"
"F3EF5Ea89f3a31E","Haley Inc","French Polynesia","1996","Public Relations / PR","8794"
"F041bCfa6E9509B","Stevens Ltd","South Africa","2013","Architecture / Planning","5306"
"FeBDF4cfeca7a8B","Fuentes Group","Armenia","2006","Computer Hardware","5251"
"FFBA2dC2C5A3bfB","Rowland Ltd","Kiribati","1975","Biotechnology / Greentech","6888"
"16D84cAefA74dFC","Herring-Nunez","Turks and Caicos Islands","1972","Consumer Services","1220"
"cfDA9b2B6CeF666","Duncan-Ross","Honduras","2000","Broadcast Media","1847"
"D82e5CA49B2cF57","Holland, Wade and Cunningham","New Zealand","1974","Broadcast Media","8272"
"6d65fceE809FbCD","Conrad-Merritt","Saudi Arabia","1978","Investment Banking / Venture","2679"
"25c22Cfa70F8BE7","Dunlap Ltd","Yemen","2018","Business Supplies / Equipment","8516"
"dCE1e3Ab66bBbCc","Pollard, Bowers and Hutchinson","Peru","1998","Logistics / Procurement","5257"
"9B908b8ED8825B1","Wyatt-Woodard","Tunisia","1974","Philanthropy","3147"
"C2Ee0536EcAbcBC","Collins, Parsons and Hughes","Spain","2019","Government Relations","2597"
"6e3c0950CAdDc54","Hughes-Peck","Saint Barthelemy","1993","Recreational Facilities / Services","1750"
"ffC1fc32C9abC4B","Mcintyre Group","Samoa","1972","Automotive","5584"
"f95BEaBfD4D5D5A","Orr, Bentley and Francis","Barbados","2013","Import / Export","3762"
"de3Ecc8BfC005bb","Harper LLC","Congo","1996","Computer / Network Security","3778"
"aeE8eFe57dC8BbC","Hurst Inc","Paraguay","1975","E - Learning","6805"
"40d1D9b55E4Eabe","Brady, Barrera and Alexander","Cameroon","1977","Financial Services","6236"
"ff61B815e8Fce35","Sloan, Smith and Cunningham","Cocos (Keeling) Islands","1971","Leisure / Travel","9591"
"efAb6BDCFE0b1Df","Frey, Chen and Donovan","Solomon Islands","1977","Legislative Office","4224"
"fDCbf220b1bB8fa","Becker, Rivera and Harmon","Serbia","2002","Semiconductors","3930"
"6d69F7Da72BE6d5","Stephenson-Bolton","Venezuela","2003","Entertainment / Movie Production","2246"
"f965DfaB9fBEbEE","Nash Ltd","Northern Mariana Islands","1970","Entertainment / Movie Production","6786"
"acd9E8F33b90ce9","Mcneil, Campos and Good","Poland","1998","Other Industry","555"
"92d53B99cbEf614","Lynn-Taylor","Iceland","1995","Recreational Facilities / Services","38"
"FF2eF47dF19E67C","Garrett Group","Italy","1984","Management Consulting","778"
"FFEEF511C38F749","Ellison-Mitchell","Belize","2021","Retail Industry","2991"
"fe2d2a9CCcF9f2b","Park, Meadows and Pearson","Benin","2014","Renewables / Environment","5081"
"0fa457F5Ea21EF7","Hall, Small and Harris","Syrian Arab Republic","2005","Investment Banking / Venture","5755"
"9c8Ee7169B1eaeA","Francis, Thompson and Cannon","Finland","1989","Construction","2470"
"f32A67e19c5ccce","Chase, Pena and Gonzales","Thailand","1970","Translation / Localization","5901"
"cEE5D02dcDdFCC0","Bray Inc","Mongolia","1977","Food / Beverages","5960"
"D2ccFEDdab6BeFe","Mcintosh Group","Namibia","1985","Computer Hardware","8316"
"4Cefb118DD60251","Melendez, Ball and Valenzuela","Gambia","2017","Primary / Secondary Education","5094"
"4A8f5dcEEbBF35D","Hensley-Hoffman","Moldova","1990","Recreational Facilities / Services","9027"
"CC0Fa771E241F10","Mahoney-Burton","Palau","1975","Commercial Real Estate","8274"
"375573Bd5C06745","Sanchez, Blackwell and Figueroa","Norway","1994","Industrial Automation","2892"
"6fD2bE0eceaBB68","Hart Group","China","1998","Mental Health Care","3355"
"Ff54Ef94bD8d2a5","Roman Inc","Spain","1974","Industrial Automation","6521"
"Eb6CaDad48F5Fcf","Garrison, Alexander and Rose","Antarctica (the territory South of 60 deg S)","1974","Construction","8072"
"B9Cfdaa4E8D0Bf7","Gould, Humphrey and Clayton","Bosnia and Herzegovina","1992","International Affairs","1460"
"E3FeCBf0f51e779","Estrada LLC","San Marino","2002","Media Production","662"
"31fe09b6fCFE6ef","Jefferson Ltd","Bouvet Island (Bouvetoya)","1998","International Affairs","4496"
"6b404c57aC09Ba7","Schroeder-Curtis","United States Virgin Islands","2013","Supermarkets","2745"
"3BDf1Ac5ceDbbdf","Schmitt, Lam and Woods","Tajikistan","1979","Primary / Secondary Education","3169"
"eABDC696EDe48d6","English, Foley and Cross","Maldives","2021","Ranching","9600"
"10ad39F4C3BaA5b","Zamora, Hickman and Burch","Lebanon","2020","Investment Management / Hedge Fund / Private Equity","2640"
"a6DFEc3Cf738C3e","Farley and Sons","Korea","1975","Electrical / Electronic Manufacturing","6918"
"8aB6F2C46B3C637","Blevins Inc","Guinea-Bissau","1971","Publishing Industry","2554"
"e9bFAb0ED724DEF","Cuevas Group","Saudi Arabia","1988","Logistics / Procurement","6092"
"ee0E612406fF842","Whitehead LLC","Pakistan","1976","Printing","8515"
"FDeCD084De20aDa","Sweeney-Mcfarland","Togo","2016","Higher Education / Acadamia","8964"
"7Cdb684EBefc2DB","Gilmore, Middleton and Stone","Liechtenstein","2006","Computer / Network Security","1751"
"F42BFB2EB21aA1A","Blake Group","Suriname","1989","Airlines / Aviation","3580"
"b951595BCa543b3","Adams, Jensen and Bender","Japan","2011","Library","9561"
"5cB1291dE26A8Be","Bates PLC","Italy","2002","Education Management","1484"
"Bb2aFFC9bB52bBA","Simpson, Garner and Cummings","Tunisia","1972","Automotive","1945"
"AfC3710FbdbdFEA","Weiss Group","Madagascar","2016","Professional Training","3018"
"Fa2c14094bdED7d","Oneal Inc","Peru","1982","Pharmaceuticals","8018"
"e37FE0B18fb4C2c","Sweeney-Madden","Denmark","2010","Plastics","9714"
"9ffcA48Ee1Fbfab","Singleton-Weiss","Madagascar","2000","Library","3029"
"1ca1e8d7c85fdEf","Torres, Kline and Ward","Bhutan","1982","Furniture","949"
"aDba7EBae4F8DBd","Shields-Li","Haiti","1997","Railroad Manufacture","9872"
"c73114Ac4DeEFfB","Leblanc-Weiss","Nigeria","1999","Hospitality","2892"
"85f2bB4F5ce49Dd","Franco PLC","Sri Lanka","1983","Fundraising","8903"
"3eD1FFEAf4dcFd5","Ponce-French","Mongolia","1971","Nanotechnology","6982"
"0f31A762Bec8307","Shepherd Inc","Jamaica","1996","Computer Games","8558"
"aCedac68cfEa562","Lara Group","Tokelau","1973","Import / Export","9712"
"adBAF27A4FBb47C","Pruitt PLC","Kuwait","1972","Renewables / Environment","6723"
"32EeEFbb6D27d22","Mcmahon Ltd","Saudi Arabia","1995","Electrical / Electronic Manufacturing","3536"
"1bb1Dc7bFD877bc","Foster, Kaufman and Nunez","Holy See (Vatican City State)","2006","Mental Health Care","4616"
"c1D86DdC6AEdc6A","Ellis-Andersen","Lesotho","2003","Furniture","1957"
"076A854BA26E9ED","Hogan Ltd","Palau","2002","Health / Fitness","6593"
"Cc1BFc2Ab6F8beE","Lang-Sloan","Niue","1984","Military Industry","7413"
"aeDd6aFD3F5eC2E","Davila PLC","Seychelles","1982","Biotechnology / Greentech","4985"
"0Da0Fe19631aF2A","Compton-Arellano","Malawi","2006","International Affairs","4402"
"1A840116AAEfAeB","Kim, Blackwell and Beltran","Honduras","2018","Management Consulting","480"
"8d1af5d532CD5D4","Reynolds Inc","Angola","1997","Staffing / Recruiting","8315"
"7A0f5B4A9D1d8Ec","Maynard Group","Reunion","1992","Program Development","1051"
"7e135aB7F5BAEe5","Townsend and Sons","Suriname","2014","Research Industry","4338"
"a36cFd8B92E0eEF","Mosley PLC","Trinidad and Tobago","2014","Construction","4408"
"EfDE5e1D6DD1dfe","Vargas Inc","South Georgia and the South Sandwich Islands","1994","Dairy","8383"
"68F1ce3F0AE53f5","Bradley, Hayden and Le","Austria","1994","Market Research","1732"
"fc7536aE5E8c6eb","Sullivan, Holland and Turner","Western Sahara","1972","Fine Art","940"
"0F2dEC8C228E10c","Kent-Daniels","Azerbaijan","1980","Biotechnology / Greentech","2901"
"F62fdA9eb5adDec","English-Shelton","Mongolia","1980","Computer Games","5131"
"bCD6d26D1bfE1e5","Baxter Group","Martinique","2022","Banking / Mortgage","905"
"beDB4f62f6DC9eF","Padilla-Lang","Senegal","2016","Leisure / Travel","331"
"47C2008DBF66E29","Watson, Hopkins and Mosley","Panama","2013","Warehousing","9318"
"81C1cafb3aa27FB","Hines-Raymond","Finland","1977","Supermarkets","6333"
"EAFaA1108F6b405","Bush PLC","Grenada","2014","Government Administration","8780"
"bd118ADfeD3fcD0","Kaufman, Larson and Dyer","Mauritius","1996","Computer / Network Security","5769"
"cD45d7CbCFc7cFb","Wise, Blevins and Summers","Heard Island and McDonald Islands","2002","Information Services","3415"
"fCbC89C59AFa2C7","Calderon-Lucero","Mauritania","2015","Luxury Goods / Jewelry","1905"
"501Bf7A1aEB3A65","Santos, Reynolds and Suarez","Vanuatu","1971","Wireless","751"
"EeE5CAcbef1e3B8","Schultz LLC","Samoa","1977","Civic / Social Organization","9604"
"bd1c184DB7a176B","Villanueva Inc","Qatar","2010","Biotechnology / Greentech","1046"
"C6DFb523AC25Bcc","Rogers Group","Netherlands","2014","Textiles","4326"
"d6fF3fAB381dF49","Cantu-Harrington","Eritrea","1981","Wireless","5175"
"a59cb3bBDCEadde","Rosales-Bird","Comoros","2011","Glass / Ceramics / Concrete","2231"
"0c793fb9d9Ead94","Walter-Bennett","Burundi","1982","Civic / Social Organization","2671"
"aFbd76bFED6d7F5","Hendricks Group","Pitcairn Islands","1976","Maritime","8530"
"71b2dcD2A6ee0CC","Parsons, Higgins and Burton","Lebanon","1994","Computer Hardware","5102"
"bFaA7e92ae23395","Wood Ltd","Gabon","2015","Newspapers / Journalism","757"
"0811EE47f3cbf59","Stafford Ltd","China","1999","Investment Management / Hedge Fund / Private Equity","1274"
"1Cf7D652C5bAD64","Vargas, Hess and Middleton","Cote d'Ivoire","2003","Investment Banking / Venture","9095"
"ed2BDCe95c5c4e6","Leblanc, Roach and Edwards","Guinea","2019","Recreational Facilities / Services","1992"
"f1c489fe60eFe0e","Morrison-Jennings","Brazil","2016","Renewables / Environment","5334"
"989a467Ea2c20B6","Mccarty, Hamilton and Weaver","Nigeria","2011","Telecommunications","2146"
"10AA031a0CD1bFA","Nguyen Inc","Tokelau","1977","Telecommunications","3371"
"080Df4454CB31Ab","Tyler, Mcclain and Grimes","South Africa","2000","Military Industry","793"
"b0b6B5DbBCBEa03","Henderson-Brandt","Haiti","1981","Security / Investigations","4615"
"38d4BFC5e69d12e","Snow-Price","Lebanon","2015","Printing","8247"
"39BcA43A832FeDB","Gilmore-Tapia","Christmas Island","2008","Maritime","4168"
"1de68c2Cb8203Cc","Robbins Ltd","Turkey","2012","Banking / Mortgage","2594"
"c212fCceb6c893a","Winters-Bernard","South Georgia and the South Sandwich Islands","2019","Gambling / Casinos","8303"
"a15Daa7BdCfcD92","Walsh, Bullock and Salazar","Macedonia","2001","Food / Beverages","2363"
"cFE8F7cFDBefFa9","Melton-Garrison","United States Minor Outlying Islands","1993","Library","2401"
"f0d1A22FEa99De2","Miles, Mccarty and Pacheco","Cyprus","1972","Civil Engineering","2784"
"776e552AD5adD3B","Perkins, Solomon and Gross","Saint Barthelemy","1973","E - Learning","9413"
"Df5d470E6AD2d2b","Potts and Sons","Cameroon","1991","International Affairs","5724"
"4E81fFFB518f99A","Duarte Group","Antarctica (the territory South of 60 deg S)","2014","Accounting","9206"
"E8DE09E315C352c","Castaneda-Hopkins","Lesotho","1970","Wireless","1427"
"5032Ac6fF57CCD8","Fischer-Orr","Angola","1993","Legislative Office","6051"
"298F2a1f5dC3a1B","Campbell PLC","Cambodia","1995","Mental Health Care","5701"
"216DdA4499Ed9aA","Nichols-Harris","Australia","2018","Nanotechnology","9693"
"BfB7a54cED4c931","Kane-Carr","British Virgin Islands","2015","Environmental Services","1643"
"464a4dac5CaDC88","Mcintyre-Strong","Hungary","1971","Civil Engineering","9825"
"3DBeb561c6c7b32","Douglas, Esparza and Steele","Tuvalu","1985","Fundraising","4423"
"75Aa1B3D4B3D20D","Newman-Daniels","Slovenia","1986","Veterinary","1186"
"5e6fd667E662c11","Cruz-Jarvis","Mayotte","1993","Biotechnology / Greentech","6652"
"CEbCbDD96CeeEbF","Hunt and Sons","British Indian Ocean Territory (Chagos Archipelago)","2016","Broadcast Media","9501"
"BBdfaFBA98A4D94","Ortiz, Martinez and Fowler","Czech Republic","2008","Investment Management / Hedge Fund / Private Equity","3184"
"6C7De169E1214E8","Aguilar-Lawrence","Finland","1981","Pharmaceuticals","7973"
"4b819E1CcCeFcdd","Huynh, Fisher and Fuentes","Sri Lanka","2021","Nanotechnology","2876"
"DC1Aed1B05d3b8A","Donaldson-Bell","Sweden","1983","Writing / Editing","4182"
"CECEdcEaC5CcEeD","Mercado-Collier","Tajikistan","1983","Hospital / Health Care","9831"
"dfdAC78316d0AE5","Krueger, Gonzalez and Ho","Vanuatu","2014","Investment Management / Hedge Fund / Private Equity","4442"
"a42dfc0CcC69Eb8","Wiggins LLC","Falkland Islands (Malvinas)","2012","Import / Export","8666"
"DCeECcce2a6cfdD","Mayer-Frost","Turkey","2017","Dairy","1969"
"F6ECb4E94D28e87","Bates LLC","Western Sahara","2006","Medical Practice","3437"
"F3CD94dE66C5c94","Barrett, Levine and Kaufman","Saint Pierre and Miquelon","1993","Staffing / Recruiting","2805"
"A4C47b7AB1249D3","Hawkins and Sons","Gabon","1971","Supermarkets","7977"
"CF00Dccc1e9CaCe","Schultz, Bass and Mathis","Greece","2015","Hospital / Health Care","3186"
"1a7fcdEea5D900f","Meza, Alvarez and Cameron","Bahamas","1994","Legal Services","9471"
"efaD7cb4Eb44893","Suarez-Peters","Tajikistan","2016","Nanotechnology","1635"
"3E3a0Aa92e58EA3","Hall, Miles and Aguirre","Liberia","1980","Hospital / Health Care","5427"
"bdA8DA90F4EDdFa","Braun Ltd","Latvia","1982","Wireless","9326"
"BFeDAbDe0FFAdb7","Ferrell Ltd","Isle of Man","1991","Health / Fitness","2239"
"EE56f27Dbd8c2Aa","Richards Ltd","Guatemala","2011","Higher Education / Acadamia","3692"
"605DB1EeeffAD40","Cannon-Cabrera","Mauritania","2003","Ranching","6204"
"46Be0aCF69Faa0E","Mckee, Carr and Mayo","Spain","1992","Security / Investigations","8683"
"7F27bdc2430DB4B","Blackburn Inc","Wallis and Futuna","2018","Law Practice / Law Firms","4030"
"e5B6934f7E0b643","Moyer-Howard","Lao People's Democratic Republic","1977","Hospital / Health Care","9790"
"71bA2fcaCaBAD80","Bryan Ltd","Egypt","1997","Computer Software / Engineering","5224"
"d4eaF1EEB215bBc","Pittman Inc","United States Virgin Islands","1975","Retail Industry","7515"
"2DF820Be6A2A46D","Sims, Frye and Wolf","Niger","1991","Computer / Network Security","9851"
"Ce280DF047fEfb7","Baxter Inc","Gibraltar","1984","Restaurants","2298"
"95B3E5E51E8EaFA","Vang PLC","Cyprus","2000","Security / Investigations","7132"
"EDe55ba42befEFb","Pena-Klein","Malta","1970","Performing Arts","3400"
"BBEBB0664954765","Gaines-Everett","Lao People's Democratic Republic","1973","Medical Equipment","7023"
"3aCE9d54A59bCDa","Cummings, Compton and Schmitt","Dominican Republic","2001","Investment Management / Hedge Fund / Private Equity","2059"
"D3D708F90859beb","Fletcher, Day and Mckinney","Ukraine","1976","Architecture / Planning","8365"
"CEC8d3fC5BC585e","Camacho LLC","Pakistan","2009","Logistics / Procurement","8688"
"D6AabEF0c5eECcf","Rosales Group","Dominican Republic","1989","Banking / Mortgage","5439"
"E0aA56eCcdE2cC4","Collins-Vasquez","Jordan","2019","Renewables / Environment","1611"
"8Dc5C3Abd12217A","Sanford and Sons","Honduras","1996","Telecommunications","8023"
"a81e6CC7D2Fc7c3","Morrison, Long and Ochoa","Ethiopia","2008","Cosmetics","7065"
"EAB6ccD29207ffB","Fry LLC","Georgia","1977","Hospitality","367"
"055319C6BA74AA3","Villegas-Keith","Lithuania","1983","Transportation","5291"
"E2DF931F70f2Cb1","Jenkins, Villegas and Pierce","Guatemala","1981","Wine / Spirits","4074"
"9cA2b8b6AdDdCA0","Cooley-Love","Algeria","2018","Glass / Ceramics / Concrete","9709"
"79a6a963B3944CB","Mahoney-Gilbert","Pakistan","1977","Biotechnology / Greentech","7294"
"Db5E3Fc04C5F4C6","Frye Inc","Isle of Man","1996","Information Services","4337"
"1793A6D16EDc3bD","Ryan-Campbell","Cyprus","2003","Civil Engineering","4969"
"Dffa0E1f0DAf8B8","Davila LLC","Saint Lucia","2021","Pharmaceuticals","7687"
"cDE4200C934f74a","Booth-Potts","Tunisia","2013","Financial Services","5926"
"c7CC12AaAE260De","Wade, Mccall and Adkins","United States of America","1977","Consumer Services","1158"
"3277fe97Ce138f5","Sims, Estes and Dalton","Puerto Rico","1982","Nanotechnology","4899"
"d6b3F59aBc7700D","Murray, Hess and Reid","Taiwan","2013","Program Development","5922"
"59c48c305eABf1b","Lynch-Michael","Saint Kitts and Nevis","1975","Market Research","8452"
"D23eaFFeDdC27D3","Gardner-Cohen","Norway","1978","Mental Health Care","9"
"4f7DC9de5fEC6D2","Gentry, Carroll and Stone","Brunei Darussalam","1999","Legal Services","3371"
"6d07E20dc421aD3","Duke, Avery and Saunders","Cyprus","2016","Wholesale","1241"
"Abaa784AD8da35f","Mills, Ray and Reynolds","Egypt","1973","Venture Capital / VC","8429"
"8E4A44f0593FdCd","Mcintyre, Williamson and Foster","French Guiana","2006","Leisure / Travel","5727"
"45bb39bDb6Eb87d","Cherry, Hodge and Krueger","Bermuda","2005","Retail Industry","5784"
"F0d6EDCbcea291d","Banks-Boyd","Iceland","1991","Airlines / Aviation","3560"
"2d14eD72b4cBBE8","Mcclain-Wilkinson","Isle of Man","2005","Legislative Office","2832"
"53B04275a58Ef13","Ryan and Sons","South Africa","1988","Primary / Secondary Education","2986"
"5DFede78daD3083","Miranda, Cooke and Jimenez","Paraguay","2003","Health / Fitness","2564"
"CEF2d8aCBdcfFFf","Avila-Fry","Botswana","2015","Computer Hardware","2148"
"18ED2BfF0Fe1aCb","Prince, Michael and Townsend","Lao People's Democratic Republic","1984","Furniture","621"
"a3a83d0E649fD29","Pace, Jacobson and Heath","Cambodia","1975","Design","1344"
"8aEB2Da25eEFeEE","Holder, Guerrero and Hopkins","Anguilla","1975","Telecommunications","7317"
"e1eFBc2808F6feC","Haley-Brewer","Mexico","1979","Museums / Institutions","537"
"8f9d5DAe9f2Bb62","Glenn PLC","French Polynesia","2018","Computer Hardware","3264"
"728b4Aa0Bd5160a","Diaz LLC","Tunisia","2002","Wine / Spirits","4470"
"B7576DF0E0d2b70","Hoover Inc","Georgia","2017","Internet","3866"
"5544Faa2B4c6a76","Hester, Winters and Wolfe","Russian Federation","2014","Newspapers / Journalism","4437"
"FDa3eaa11c80318","Patton PLC","Tunisia","2013","Translation / Localization","7843"
"Fdb5C38a239b735","Mcmahon PLC","Cocos (Keeling) Islands","1972","Furniture","5977"
"FD2E854CC71C95c","Weeks-Rivers","Netherlands","1980","Ranching","4463"
"1A1d9c49E643Ff6","Blankenship, Murphy and Choi","Libyan Arab Jamahiriya","1982","Gambling / Casinos","4751"
"ab5E07feb7c0F8D","Parks LLC","Georgia","1985","Facilities Services","1252"
"bDfbeEa915921B1","Scott Inc","Ethiopia","1984","Venture Capital / VC","7767"
"f7F2EB53aBbf56B","Benjamin-Barnes","Senegal","1992","Wholesale","5866"
"6f6fEbEedece6ca","Mccormick, Beck and Delacruz","Austria","2006","Arts / Crafts","9410"
"24D3D2A5FDD9FE9","Pruitt-Wilkerson","Sierra Leone","2009","Glass / Ceramics / Concrete","8059"
"BCCDE65DD3FFf9d","Farrell-Willis","Chad","1975","Museums / Institutions","906"
"A21Cb30d203B236","Kane, Powell and Lutz","Panama","1974","Utilities","267"
"e2bAaBD1fE12b6e","Mitchell, Singleton and Watson","Northern Mariana Islands","1981","Hospitality","9428"
"A2185AffdFdFAe4","Silva, Cantrell and Cain","Croatia","1982","Mechanical or Industrial Engineering","7689"
"0b92e982DE9bbAd","Contreras PLC","Christmas Island","2006","Capital Markets / Hedge Fund / Private Equity","5446"
"b0cBdEe08a7B63f","Mcbride, Valenzuela and Aguilar","Suriname","1992","Aviation / Aerospace","4297"
"D0a5C0Ee7DCB27e","Tran LLC","Nauru","2019","Architecture / Planning","1588"
"806dDdCff4ECbDF","Charles Inc","Guyana","1976","Law Enforcement","6819"
"1E4fB9da0e9BF18","Singleton LLC","Kazakhstan","1978","Mining / Metals","1552"
"2eB29CDe5bF61f8","Herman-Decker","Poland","1970","E - Learning","3561"
